Time,1
2018-11-09 12:06:29,"500,323,0"
2018-11-09 12:06:30,"500,323,0"
2018-11-09 12:06:31,"501,323,0"
2018-11-09 12:06:32,"501,323,0"
2018-11-09 12:06:32,"500,323,0"
2018-11-09 12:06:33,"501,323,0"
2018-11-09 12:06:34,"501,323,0"
2018-11-09 12:06:35,"501,323,0"
2018-11-09 12:06:35,"501,323,0"
2018-11-09 12:06:36,"501,323,0"
2018-11-09 12:06:37,"501,323,0"
2018-11-09 12:06:38,"501,323,0"
2018-11-09 12:06:38,"501,323,0"
2018-11-09 12:06:39,"501,323,0"
2018-11-09 12:06:40,"501,323,0"
2018-11-09 12:06:41,"501,323,0"
2018-11-09 12:06:41,"501,323,0"
2018-11-09 12:06:42,"501,323,0"
2018-11-09 12:06:43,"501,323,0"
2018-11-09 12:06:44,"501,323,0"
2018-11-09 12:06:45,"501,323,0"
2018-11-09 12:06:45,"501,323,0"
2018-11-09 12:06:46,"501,323,0"
2018-11-09 12:06:47,"501,323,0"
2018-11-09 12:06:48,"501,323,0"
2018-11-09 12:06:48,"501,323,0"
2018-11-09 12:06:49,"501,323,0"
2018-11-09 12:06:50,"501,323,0"
2018-11-09 12:06:51,"502,323,0"
2018-11-09 12:06:52,"502,323,0"
2018-11-09 12:06:52,"502,323,0"
2018-11-09 12:06:53,"502,323,0"
2018-11-09 12:06:54,"503,323,0"
2018-11-09 12:06:55,"503,323,0"
2018-11-09 12:06:55,"503,324,0"
2018-11-09 12:06:56,"503,324,0"
2018-11-09 12:06:57,"503,324,0"
2018-11-09 12:06:58,"503,324,0"
2018-11-09 12:06:59,"503,324,0"
2018-11-09 12:06:59,"503,324,0"
2018-11-09 12:07:00,"503,324,0"
2018-11-09 12:07:01,"503,324,0"
2018-11-09 12:07:02,"503,324,0"
2018-11-09 12:07:03,"503,325,0"
2018-11-09 12:07:03,"503,325,0"
2018-11-09 12:07:04,"503,325,0"
2018-11-09 12:07:05,"503,325,0"
2018-11-09 12:07:06,"503,325,0"
2018-11-09 12:07:07,"503,325,0"
2018-11-09 12:07:07,"503,325,0"
2018-11-09 12:07:08,"503,325,0"
2018-11-09 12:07:09,"503,325,0"
2018-11-09 12:07:10,"503,325,0"
2018-11-09 12:07:10,"503,325,0"
2018-11-09 12:07:11,"503,325,0"
2018-11-09 12:07:12,"503,325,0"
2018-11-09 12:07:13,"503,325,0"
2018-11-09 12:07:14,"503,325,0"
2018-11-09 12:07:14,"503,325,0"
